Row_Labels,Count_AnimalName
11408650,42
6854,67
136116,427
44186,23
37741,66
10194157,66
15797938,114
14290364,57
61666,90
9961796,22
3711,115
11887020,86
35982,33
8659601,71
15815333,34
43070,26
1379961,76
13508607,89
411053,88
8698,119
16631,359
32263,107
17572903,71
68487,94
414999,172
37190,91
25460,37
20613470,46
35231,54
6218281,85
7214,38
10965,59
18705209,64
26247008,45
15704307,28
10996342,55
4631,208
44652,51
438492,87
91476,59
10884,78
15842441,37
5351,119
310459,78
5899779,92
15790837,32
12505,831
365,83
1809465,96
22716447,18
18126198,83
23453112,39
11594337,49
108229,62
68427,60
2118745,83
33512,35
3720975,59
5093,12
13125947,51
14836,152
535441,49
5348,114
16331,216
227651,29
315425,44
703292,60
22918050,63
9419,84
5890,721
25735012,83
5821978,50
6422,59
29209,62
6402364,77
112750,58
234184,65
7114761,48
5797,650
4982,102
10625,146
25781157,46
21326,28
1633,115
13103,134
12294652,33
12959233,2
19288239,123
82970,46
59716,465
105576,20
30281,74
19057,79
31463,789
34507,115
24800,37
85379,105
17288661,91
8652190,61
17150,501
213753,32
706,20
89375,54
17407748,92
57854,1265
78983,104
1609451,53
32370,40
80568,60
25644601,84
106,140
17267,82
80536,50
46306,521
6466909,21
24445517,41
31101,41
77392,5
51893,970
156538,434
11330361,43
7913305,45
8650,121
9593913,73
13890,56
21348,942
394535,102
12751687,57
13440,2
22206,67
6969361,21
263145,25
91478,46
61975,99
1081560,3
17788401,21
47401,143
293101,43
11713,58
13639050,38
11012,1101
5941033,74
227865,119
43933,119
17660,109
5287473,53
13099738,33
816,3
16102004,47
14249,51
5204,52
102920,37
7842288,76
12391521,47
14865,65
15159,102
6858,51
13624688,61
33456,38
1301,39
334123,99
611298,28
763362,86
42697,79
77163,30
2052,238
4799,155
11230081,32
65119,83
11250053,57
17314430,42
3293821,81
6656,1579
48757,67
13047090,44
13104080,45
28078,65
114954,100
25074850,111
26893819,59
179064,34
21671,97
7619057,73
62446,927
16690,105
6642715,85
6423,54
13596166,82
13154150,30
46164,406
306654,46
92517,70
13586707,9
368593,106
43877,138
10054335,49
61179,89
7824322,89
439173,49
6578293,84
13602426,43
18130,66
13615258,10
22822858,55
156534,19
10803121,45
7981206,55
60792,87
12000020,41
17184,941
10374,120
1428,25
62111,553
133266,122
13486122,50
77390,203
824204,90
16176440,59
31360,52
338798,842
816953,40
3273,20
11901,68
17309,40
16113791,35
24612118,50
22695,54
138959,88
46654,78
771,75
131123,75
6424,70
5391115,44
91479,42
786256,39
902715,66
898885,48
6425,57
150037,62
67920,36
55030,93
22288,60
37095,98
4952,53
23878,269
1848444,13
10587120,21
17262100,65
60400,89
5152478,56
5354,107
45112,84
228296,146
59219,130
140974,59
412732,113
6468666,39
11869272,59
152380,162
887877,48
139253,67
1971304,72
1421990,56
31456,116
334643,66
7510,60
10611,142
112,116
8855321,55
18006496,36
15197,25
310258,54
40331,45
12987977,40
16213,67
9557,124
17465453,72
8600,38
30264,56
196970,3
2832909,53
7488244,41
73186,52
13888,53
13083,59
12914,830
13503109,56
17803,127
227265,43
6584188,48
10194514,52
111450,103
147732,19
9014,109
172327,66
12930,56
42898,52
5413,22
83369,44
43369,83
17029526,42
15860,97
10798416,59
59263,80
9566,40
49465,43
1110,104
8235178,56
347852,94
99383,40
297249,56
16171291,65
10600242,56
17927395,39
9439303,56
85301,69
5191,77
11762,81
42389,68
22463,1004
25179,40
2731276,70
5171,43
51504,131
469571,106
3586,117
1237398,46
29127,73
769483,98
781110,27
1914973,56
22551730,46
77270,1306
18144124,1
6295,47
170548,82
11192642,51
360,107
10883,30
8366402,59
60510,71
304027,52
64222,65
323355,343
813214,35
17683,30
18966819,63
47989,62
34506,117
6516450,61
25574782,12
944076,60
20926278,76
7779,37
817791,35
47624,69
13139,72
6690979,17
13206900,40
51497,32
13027304,13
3428935,67
29797,193
220968,107
12893742,60
472343,105
1278752,121
13891,59
91474,31
17876,12
37380,138
16131484,68
43545,109
34484,81
368468,51
38990,42
1713426,85
16031620,6
125404,64
7743175,33
12700353,75
7823678,71
147074,2
25019,72
13136,103
15195,80
27003,4
43808,4
15779,34
38210,94
20819685,60
5157,38
7726143,37
5346,101
22284,59
11003,48
28195,82
599,16
30933,157
91475,33
18498569,98
259836,69
37586,79
493456,52
144349,73
16054217,54
615570,72
407429,13
6587879,8
10414941,33
6080337,82
6668467,56
5356,111
711901,57
3320520,18
16328,296
15622,103
3754016,38
11594257,57
3464,94
10127019,47
8709523,35
426775,89
44688,55
6344097,18
767171,1
10073,89
106134,35
10619,123
220969,98
10757833,60
10913,50
153025,83
11254250,77
3754026,39
29547,85
7996,86
30474,983
28187230,37
38296,1056
228560,118
9417,89
7747064,44
103610,36
12401556,87
1255781,52
5084,38
21844019,60
11827808,37
38501,85
331920,45
6486483,28
29291,62
67035,98
28,63
927979,31
6465707,7
85990,50
18692431,86
7714,416
13438524,38
2146957,31
363752,141
3388,105
15924,80
24,76
194373,639
11529868,55
44687,55
991197,60
187181,79
321552,94
4912857,178
147865,166
774001,36
16140036,42
7723542,77
20560137,71
1240662,51
15819028,51
16081961,7
297792,50
31242,635
775597,56
29396,35
13831,14
6202342,72
22450859,24
5098079,51
77565,74
21704,93
83346,918
1848,139
460548,36
7882,87
22453035,73
6065215,104
112204,62
130580,58
773858,27
87640,7
147915,49
348573,90
11602,112
28587957,46
11298,146
252499,61
12812550,66
8682,31
144350,61
10576365,41
1427,154
1134122,116
23346377,58
17728,602
2454986,22
21535271,56
18478222,749
7046495,46
17780,86
81227,57
242472,103
13281368,75
17125,264
827,58
164154,118
7728,423
4954833,86
8525590,44
27161156,30
113435,55
35220,800
21413662,59
55399,64
816720,133
77276,20
262430,75
8554005,52
31336,65
15158,90
33676,73
43892,57
16180,76
22501028,47
30555488,48
106085,39
8685612,35
16034964,41
13573236,87
6192,126
776407,146
7165300,42
6976,48
537296,49
324277,56
6574102,42
29437949,62
682804,64
30274,51
59264,70
29981,680
13362536,42
6512154,54
6609765,41
12716010,59
8564935,68
130440,330
22609310,28
15034320,62
7675,83
12875355,79
5246,529
5205,30
27362503,19
143534,2
7442,45
7437,139
25100,50
5360,95
18423,127
3213286,77
7912007,80
20696006,62
32439,82
6472246,15
37793,603
12658,47
48328,92
25373,34
18545,43
9409458,76
607639,88
6617928,36
10407279,46
10579,93
91244,51
13667,110
7667,78
13812,58
854757,58
318431,113
20707959,78
122,82
29999,207
8949352,45
220970,96
26329,146
6585201,20
773951,78
270805,13
6440,880
86663,43
32506,115
7719245,39
7351574,20
13127599,41
784911,47
10305231,80
2195464,120
8680278,39
6480781,60
136782,113
21745,82
95617,36
8726744,11
14817,97
6452796,63
162898,798
106069,36
298275,187
1846,75
5217282,12
3507,49
12287209,12
13662,118
3475161,28
608474,846
967494,34
31338,61
2402971,69
766955,39
1412138,33
9378297,50
253058,55
310146,51
4929705,59
248596,136
11334,86
318525,65
227571,30
22285,61
9534,44
7704143,13
505304,39
5196,73
37677,148
13188676,41
568645,55
285205,40
12216302,19
17204,58
38743,53
6759,56
18297707,53
530965,162
9850443,66
6905012,40
6693,183
68591,139
18521,340
1268479,41
42038,656
8492856,31
23437156,48
17020,35
104189,35
23734628,51
10235,42
18149927,38
9579634,1
5187,18
9593,92
7661,92
13376,53
27494,624
114159,76
32067,672
10079321,44
1171,44
1052,187
10915,55
189802,25
53764,18
25893709,49
1158967,74
8058301,25
36529,660
10412,62
44659,67
40317,43
41684,227
27266,55
11413,54
342445,20
21104828,60
15811545,58
9010,30
17200687,29
17799,129
9592,103
28815,114
32559,75
232576,61
20821087,54
16433,67
7507825,80
82748,76
338691,73
9300,65
12557,66
943402,97
12971616,59
32552,12
5454,77
32435,77
7664334,35
175510,134
34494,100
11710373,39
7402393,53
6324090,3296
100464,71
357,82
22544764,41
22816087,35
16278318,37
6736971,37
209194,149
5352,100
139069,75
23220,50
27833670,57
23174274,65
5310515,51
2666,92
23899174,33
131359,61
207153,45
14061955,44
465226,140
6050678,54
13153,43
4499669,36
14756,48
263050,45
4866,175
114145,72
77262,34
11561469,32
6485421,14
14554,87
276287,50
27252,75
6259,71
121127,45
7243142,12
6346975,63
5176,33
33668,76
2179276,74
858719,38
12680907,51
6604794,68
34504,103
17617277,28
15729539,20
337113,596
272895,59
13600318,29
65111,48
581409,33
11381643,17
187633,15
91767,42
11918,68
8705784,29
191113,24
17347389,48
264,508
264158,284
99300,18
26245850,51
20317106,7
24813,17
4325,35
14568987,20
248483,33
18749,96
105578,25
23209927,39
11607,51
68210,75
2794,92
11389875,3
8428064,46
22590,151
15575,110
32418,132
395871,33
1466455,42
3575676,12
5174,63
10626594,47
18966806,42
201341,41
23848559,38
6420,26
13810,37
15505346,53
8492768,40
5509,48
13055592,41
41716,70
2168860,45
1282954,32
5047880,47
2292384,39
12615008,20
160629,109
162089,62
91253,76
98427,67
65118,62
330744,16
226162,34
6134826,69
12849385,58
2161733,127
348225,32
23751850,37
4008,165
18419,30
17306293,67
8357992,66
454856,30
84136,49
2029177,62
111180,51
9844,54
96647,47
58027,91
17876893,66
29946,91
6381205,43
17623975,50
1661957,50
7170627,58
270804,16
760,165
10872085,67
773038,66
79790,32
13835,52
13132,76
12543,28
8835379,80
6581511,64
216443,73
13837,51
259538,55
129603,93
18641982,33
9496240,47
14064,134
150739,33
455925,32
37301,44
84847,55
16703,58
13642950,22
474858,22
10428708,75
33514,240
12948,832
6066819,38
50027,49
100365,57
9572203,138
166997,112
24937,1
42607,709
95431,19
15638,501
12609,19
3128411,29
8709526,26
6050298,39
16243,77
15799166,43
17910611,59
25099,50
1000751,405
2743,48
17855756,49
13547188,49
10588,68
7304203,37
3613997,82
13324841,35
18310944,13
13569581,44
7137775,37
93007,472
9915,96
875441,62
93101,832
7093952,65
18467802,46
9301,63
41811,139
17800,101
232109,63
3432478,56
189783,95
7741325,40
17333230,82
826584,20
32421,60
4143,33
34517,80
17303,27
69242,50
401514,56
3679,71
13360,47
59829,72
645023,58
8492319,43
7119070,11
6566722,58
18607805,45
4659,94
25350,119
6687,133
826585,16
567678,78
10112885,59
10211494,15
16085481,38
51428,45
344262,49
2702704,45
22744701,25
24120519,71
3102,131
102458,39
13643567,28
15724396,58
54499,426
89717,89
18864,67
8253,76
31122,103
7933617,61
6048530,36
38500,117
159178,45
6587387,20
31259,94
68488,62
20821111,39
59810,57
30659,768
34262,47
475,70
41219,114
2753843,31
19668,72
93981,321
19581,77
65110,50
25,69
65112,51
14241,34
15985348,43
24830,123
15852756,30
17934530,51
11479285,26
58922,56
8520362,80
5345,101
10617,24
17568801,51
761732,53
11331421,83
8935689,50
759945,90
31332,63
17337562,32
768889,60
180617,1032
9565548,33
833253,39
249,205
3086160,32
7952502,24
18386,438
23995231,42
5306,123
10950924,31
2890090,33
113304,92
12983100,36
14996,61
42603,55
1840511,59
13140,92
5015,83
185911,51
83674,146
4494917,81
4588949,60
13507212,86
2921082,33
603204,24
690926,5
857502,75
186190,82
11991,205
7572,47
6138,260
374233,131
13521,36
815309,85
64854,48
6531,92
106264,53
3554772,25
33454,30
7857195,32
7015403,49
28214365,31
6267237,33
133526,33
17340050,33
10566,101
15851746,63
400354,81
495395,43
42432,95
18465657,25
40493,132
15811568,81
78039,65
2985500,12
13872,35
1540,331
5527,83
5452,70
43931,110
187065,60
11600163,86
23604559,71
7959473,50
13588356,44
17333319,72
45162,72
40189,72
37186,59
10163292,91
762806,83
15781725,22
25346,33
23219,44
13563669,71
11925514,57
270807,12
43330,91
6539,103
93722,48
19351,266
1254951,46
19330,32
11650,100
24453082,65
19486421,20
646462,702
476543,60
2845024,43
6433752,43
34532,65
5190,37
16130291,34
11768,83
15309,52
762053,71
2241059,13
7746259,11
9583508,37
105549,18
598160,30
24861,347
9590,80
282282,11
19030845,5
99298,17
6597651,63
92308,77
9627755,34
38619,49
17255265,34
43944,161
395233,32
34499,93
29801,30
22374,53
20698530,44
23153154,56
2138727,41
55403,41
22055262,36
3398625,52
15704459,51
28249,77
6693332,61
6977769,72
662597,22
74532,140
41193,51
24780,83
2355575,26
770051,40
77156,48
62953,36
11966216,59
19117,493
113934,77
9684523,42
2722413,52
108942,86
2152,76
21965107,65
7023554,37
22543496,93
12591698,5
13454149,30
1375,255
16992,32
6882,163
56373,58
11607446,58
2586771,39
44184,39
9814682,15
132336,102
16148398,4
1651302,53
15717876,41
9533378,37
22076,105
77507,55
286957,336
17136,31
628139,71
12499290,35
18189606,23
7907803,29
174703,79
127823,69
165030,68
18050143,50
28260587,26
169848,35
26025580,35
16790,59
12820793,31
4985,67
16141924,16
2279,23
16130,6
7788,4
28381,632
24920901,37
26074181,20
11007587,57
551876,40
3099787,18
8204005,16
13143,82
20803953,33
10104,22
76171,245
14250,47
239399,45
6150,123
887201,29
18943,27
4268,81
25494343,64
2325825,81
76683,102
50798,202
587582,58
89723,58
7182899,29
5056084,58
22188,86
149572,103
15823461,37
23692271,109
9902804,15
10805160,2
16001893,39
569564,828
13651,96
935308,142
7933437,80
32424,81
21436,99
80674,71
28815474,59
11563110,33
17333324,43
5038,48
4122,40
20758175,20
3412815,13
295961,81
30273,42
1857440,39
17349,74
6408862,37
95558,7
227603,30
24784,74
141565,34
17888952,51
61115,30
17884042,30
16322,240
280111,1101
10993282,39
110391,57
68378,60
5517,56
40445,60
34993,71
25837341,14
17131869,24
231562,79
20604826,38
193755,87
13538641,23
25387351,66
10538,63
7159515,71
4912,85
39020,37
22489107,27
361459,50
381421,75
14940,70
1128434,123
17841,201
270067,35
21445,70
153008,45
7501962,37
11746513,33
6686092,38
672493,314
9659607,34
462033,40
43916,39
5453,52
34527,73
7822895,41
29981261,21
9370,29
5604848,31
16134782,25
13128,99
19448,58
27,57
23228,39
17349023,27
3393124,38
7778981,54
95186,79
13813,57
16640,429
3570231,37
24687,41
41424,39
6604712,7
355917,71
13637412,14
10429092,34
7137327,32
4806,79
232145,96
14706,260
296662,22
45108,45
3217221,33
6043849,63
73062,101
30241,44
46165,607
11797365,71
30263,42
25852870,32
6988014,30
597790,126
78427,32
61549,63
234724,41
19103097,29
10979,136
24335,60
13641208,45
6944032,61
998,43
5267365,49
14318,79
26,47
9500416,40
43326,74
8248,68
18630,49
24384,59
21343,67
23940,73
313605,83
16136959,13
25111004,25
29639736,15
15724654,17
11250317,64
29405093,30
99944,596
431,102
89763,34
5114,89
7455,91
30244,34
12321,658
108077,52
497199,80
10215349,40
5632446,3
31340,54
22319275,16
15814872,50
13056159,40
232123,108
10596,110
25101,35
13130,53
54539,762
13644052,32
13839,32
7930335,50
6746018,103
23125266,64
325128,849
85431,34
180066,33
12900174,42
261240,98
1715,437
11206,58
77398,34
9680718,26
93263,2
27126,14
12716613,75
21718,96
292408,37
18989,195
99085,22
13253276,38
712313,50
6520,37
72159,67
1829709,47
45109,52
204276,94
9681098,71
91981,53
9522,12
71776,51
6828896,36
542414,58
18712886,62
3552023,39
46777,12
455930,90
1895792,32
24378015,15
15818362,70
76237,2
79378,91
43893,47
92147,67
22571540,68
1537534,50
45195,194
19549841,56
26046,66
49824,125
2903736,18
73968,114
858513,25
11808950,12
21484,61
12341557,76
68527,86
81948,31
281235,45
66678,47
11947829,55
10822858,111
23876,6
3992598,29
1297985,68
25526965,55
3684856,45
69136,57
49195,50
59952,33
6697305,28
6950688,41
455941,77
58077,42
1991039,139
407234,59
10912,54
294963,28
9888775,15
18600,62
15784909,22
205330,11
2255,53
12781,129
6178648,53
866222,46
17158596,36
3860977,37
91661,58
356321,43
8458018,53
6316821,20
6834410,59
16151178,31
9517,29
64217,99
149302,63
1314332,90
6728738,74
104378,42
18080920,13
43887,42
129650,19
9876989,19
604803,45
88815,86
12432220,31
85386,92
56627,46
400412,65
201146,33
206172,133
34529,75
62530,56
28876,72
444304,4
7497897,22
1303,66
41667,54
3392089,40
5861926,32
85437,75
46945,39
111332,74
76401,100
128066,65
16033902,49
3052106,6
11557,33
22522805,32
68494,63
4070493,31
2442,81
721012,302
117,86
772852,62
346087,22
9912994,58
222458,22
8584686,37
49353,98
2715,43
31173,483
10552338,34
34502,74
14740588,33
6117055,55
392297,66
356896,100
3758,178
83144,95
11346,72
17999892,41
7148256,74
6642402,36
105552,25
10607,104
15719,42
26722,38
13330761,33
19494,216
133664,33
13162,73
6443834,76
4004,171
383028,77
231821,74
13529,17
13359067,54
22369,7
12177850,31
16158558,52
7198988,63
25734248,68
6255144,33
15820748,20
16069030,39
71332,57
17465515,67
70539,104
6406018,15
15803059,18
14839,89
118944,20
1335184,3
15990969,34
7141642,67
18525,371
84145,43
6614,71
79379,76
180116,69
30246,35
30242,45
19286669,23
9597,91
10155,727
34511,58
60931,40
8282,70
525488,60
17378508,25
43945,127
815716,57
51019,97
15783307,13
7540092,62
8647,34
10128428,26
748862,30
9917938,54
13131,72
40395,558
17262203,44
77770,65
19596,21
5357,90
24244,96
12022079,27
16117506,40
127459,37
5197,39
178357,8
24820165,58
7415016,66
857448,24
18144115,19
393199,164
6081685,18
381102,10
14061957,33
3503947,18
421549,50
13152194,28
743599,46
15654,42
3054684,46
7668,93
136167,81
7936809,77
10065,30
7274337,39
15861491,40
56759,577
8732,101
498389,122
5159,52
119091,61
190361,32
9268487,33
1248179,98
13830,48
